"","Date","Daily","Humidity","Temperature","pm25","pm10","no2","retail","grocery","parks","transit","work","home","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"127",2020-06-29,3,75.5,25.5,42,16,8.7,-7,-4,90,-20,-24,3,2020-06-29,1.07220668389837,1.06803331043969,0.936476058951131,1.20399437584261,3.25895678448833,2.78804541021085,4.0381996619595,3,614
"128",2020-06-30,2,69.8,27.1,34,16,8.7,-9,-8,90,-21,-23,3,2020-06-30,1.07221102123214,1.0732999254462,0.928766083429831,1.20191644863338,3.30491695105139,2.82786764672226,0.943475872314739,2,1752
"129",2020-07-01,0,70.9,25.6,42,18,13.8,-10,-6,73,-20,-24,3,2020-07-01,1.0737654062939,1.07068222244014,0.912076103499569,1.19989146661548,3.35113283089023,2.86878107586099,0,0,0
"130",2020-07-02,0,78.9,27,34,14,8.7,-10,-7,79,-21,-24,4,2020-07-02,1.07480519588002,1.07139762999982,0.937420176469837,1.22460309873879,3.39822145935649,2.91057206344255,0,0,0
"131",2020-07-03,7,82.9,27.2,38,14,8.7,-11,-6,95,-18,-25,3,2020-07-03,1.07479426085774,1.06880979470923,0.912559297757555,1.20488038089841,3.44731492837397,2.95308548903984,6.56684909084447,7,881
"132",2020-07-04,1,69.7,26.6,30,10,6.4,-15,-12,129,-5,-13,-2,2020-07-04,1.07135747020397,1.06678668252309,0.897218349325699,1.20918408520449,3.49904377979991,2.99622100148817,2.04778212127778,1,187
"133",2020-07-05,6,60.7,26.9,38,13,8.7,-19,-15,68,-9,11,-6,2020-07-05,1.0730000369708,1.06245476173542,0.904227243485557,1.22902159451255,3.55295166406361,3.03987795614272,4.70931546522912,6,1053
"134",2020-07-06,0,70.7,26.7,38,16,14.2,-6,-4,99,-20,-25,2,2020-07-06,1.07215714417608,1.06109284540876,0.883140231919382,1.21542263298788,3.60779279262554,3.08396577891927,0,0,0
"135",2020-07-07,7,69.5,23.8,25,10,5.5,-6,-5,111,-19,-25,3,2020-07-07,1.07087618350598,1.054368011405,0.886668155769527,1.2330958503277,3.66456153394619,3.12842590756337,9.70703699502345,7,596
"136",2020-07-08,5,52.9,24.8,21,9,14.2,-9,-7,94,-20,-23,2,2020-07-08,1.06967342295207,1.05064199099448,0.877899941629118,1.23553456358459,3.72420898725644,3.17326353818335,2.57311601540383,5,1606
"137",2020-07-09,0,66.8,26,46,18,12.4,-9,-7,98,-19,-24,2,2020-07-09,1.06734856598934,1.05021859022303,0.878420442248837,1.25299548896324,3.78640826177055,3.21859558665764,0,0,0
"138",2020-07-10,0,66.9,26.2,46,17,10.1,-10,-6,123,-16,-25,2,2020-07-10,1.06986971217357,1.05242439809475,0.882044519600778,1.26106489276563,3.85095714102579,3.26463287240456,0,0,0
"139",2020-07-11,3,71.8,26.1,46,17,8.7,-16,-13,145,-3,-12,-4,2020-07-11,1.06910735746133,1.05065388708535,0.851994711714994,1.2422696836473,3.91789321619194,3.31159252820432,2.66035900476731,3,932
"140",2020-07-12,1,73.7,25.9,21,8,8.3,-17,-13,74,-5,14,-6,2020-07-12,1.06926968762461,1.05171170547636,0.858284249538746,1.26802559571396,3.98910921078309,3.35960325953029,0.445544401157796,1,1855
"141",2020-07-13,0,52.9,24.3,25,9,3.2,-4,-2,110,-17,-24,2,2020-07-13,1.06896827741541,1.05140108842256,0.8393963473362,1.26513451933996,4.06544073278898,3.40879278737442,0,0,0
"142",2020-07-14,0,58,22.4,NA,NA,NA,-4,-5,128,-17,-24,2,2020-07-14,1.06880106962781,1.04167072757449,0.82438712680454,1.25743981660348,4.14683751747241,3.45934353571467,0,0,0
"143",2020-07-15,1,NA,NA,NA,NA,NA,-6,-6,93,-20,-23,3,2020-07-15,1.07092612929075,1.0445458472319,0.830154162256641,1.26820445946065,4.23400821418256,3.51144687938736,2.04778212127778,1,285
"144",2020-07-16,2,NA,NA,NA,NA,NA,-4,-6,108,-18,-23,2,2020-07-16,1.06961032996707,1.04908300236917,0.821796887244391,1.27387868447088,4.32802949547854,3.56526417055784,4.09556424255555,2,298
"145",2020-07-17,1,NA,NA,NA,NA,NA,-6,-4,124,-16,-24,2,2020-07-17,1.07202257313288,1.04997996661435,0.826543659725255,1.28428772381564,4.43051434912053,3.62092821890602,2.04778212127778,1,294
"146",2020-07-18,0,NA,NA,NA,NA,NA,-11,-10,152,1,-12,-3,2020-07-18,1.071323786054,1.04910359821304,0.809090141680686,1.28024092188166,4.54126162192721,3.67866417351129,0,0,0
"147",2020-07-19,10,NA,NA,NA,NA,NA,-14,-12,83,-3,17,-7,2020-07-19,1.07330343154632,1.05078117054009,0.818805930064507,1.30137071947265,4.66133425050292,3.73880757200432,7.63143918880619,10,1083
"148",2020-07-20,0,NA,NA,NA,NA,NA,-2,-2,125,-17,-24,1,2020-07-20,1.07454560703872,1.05466852202299,0.773740977150701,1.26880240982856,4.79181376404451,3.80172698162885,0,0,0
"149",2020-07-21,3,NA,NA,NA,NA,NA,-3,-6,144,-18,-24,1,2020-07-21,1.07497823872914,1.05141704366529,0.786940426344565,1.28429262857132,4.93344491866059,3.86781407019339,4.90981107414482,3,505
"150",2020-07-22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-22,1.07488382721632,1.04547462348341,0.766231109127689,1.28347808553702,5.08831019682576,3.9375350388405,1.95694916530634,3,1267
