"","Date","NPI","Daily","Humidity","Temperature","pm25","pm10","no2","o3","npi","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"129",2020-06-30,62.81999969,8,58.5,27.9,38,17,6.4,21.2,60,2020-06-30,1.03845489027505,1.0353060721045,0.946309293105778,1.15292539894669,12.5619698900974,11.2539728314247,4.08678594371847,4,1549
"130",2020-07-01,62.81999969,6,60.1,28.4,42,20,7.8,19.5,60,2020-07-01,1.03208046160518,1.02905379004193,0.916426021215462,1.13300230263538,12.6695990089278,11.3838245320848,8.17357188743694,8,2442
"131",2020-07-02,62.81999969,10,58.8,28.6,46,22,6.9,18.7,60,2020-07-02,1.02659831628776,1.01926031898381,0.919052920638217,1.14252431199317,12.7662518722452,11.5197172251206,6.13017891557771,6,1285
"132",2020-07-03,62.81999969,29,71.1,27.4,46,19,6.4,20.4,60,2020-07-03,1.02222742131522,1.01924225518357,0.89850916995065,1.13530767046785,12.8496131742959,11.6599515152629,10.2169648592962,10,1788
"133",2020-07-04,62.81999969,11,68.2,25.6,34,19,7.8,22.4,60,2020-07-04,1.02011528482512,1.01430148464064,0.905342727267597,1.1460540601533,12.9204667089674,11.8027204407444,29.6291980919589,29,1859
"134",2020-07-05,55.13000107,15,41.3,27.5,25,12,5.5,26,60,2020-07-05,1.01676612452599,1.01530145104693,0.886549524373221,1.14339486953245,12.9815775371852,11.9462409050308,11.2386613452258,11,1553
"135",2020-07-06,55.13000107,6,45.8,26.9,34,15,8.7,34.6,60,2020-07-06,1.01484228472425,1.0112623579709,0.875392351069439,1.14092380720487,13.0372491332586,12.0886288859949,15.3254472889443,15,1437
"136",2020-07-07,55.13000107,7,51.3,28.3,42,20,11,28.1,60,2020-07-07,1.01341336297765,1.00700648278318,0.867205640976512,1.13077192452959,13.0888144551532,12.2281240760129,6.13017891557771,6,2092
"137",2020-07-08,NA,30,56.5,26.9,38,19,6.4,30.5,NA,2020-07-08,1.01249731670403,1.00587866533993,0.87295960371397,1.14977853695315,13.1372859089052,12.3632312783688,7.15187540150733,7,898
"138",2020-07-09,NA,21,55.7,28.1,42,20,6.9,29.7,NA,2020-07-09,1.01044728929038,1.00605191833189,0.845541692271136,1.12871350429132,13.1853736589493,12.4925399160833,30.6508945778885,30,2316
"139",2020-07-10,NA,12,50.1,28.7,50,22,9.2,32.1,NA,2020-07-10,1.01016643739268,1.00607729682775,0.854581194736088,1.14893328939125,13.2351163784947,12.61482090073,21.455626204522,21,1848
"140",2020-07-11,NA,19,58,27,46,17,7.4,26,NA,2020-07-11,1.00988109468388,1.00144540426326,0.860398543203953,1.16915046295917,13.2863119620788,12.7292238459377,12.2603578311554,12,1267
"141",2020-07-12,NA,21,62.8,27.5,42,18,5.1,26.9,NA,2020-07-12,1.00919357789185,1.00278475225533,0.843042429305638,1.15586886028499,13.3407313825722,12.835428671461,19.4122332326627,19,2119
"142",2020-07-13,NA,18,48.5,26.1,25,14,3.7,31.3,NA,2020-07-13,1.0099764504737,0.999832080107852,0.839320766102651,1.17119417123809,13.4006862960807,12.9335717529642,21.455626204522,21,2250
"143",2020-07-14,NA,18,44.4,22,NA,NA,NA,NA,NA,2020-07-14,1.01145139674678,1.00369643178618,0.841228491579748,1.18172575858154,13.4664563912368,13.0240808671856,18.3905367467331,18,2363
"144",2020-07-15,NA,6,NA,NA,NA,NA,NA,NA,NA,2020-07-15,1.01156189535688,1.00505157647236,0.824781147986388,1.17601156810834,13.5399232265421,13.1076478636536,18.3905367467331,18,1905
"145",2020-07-16,NA,11,NA,NA,NA,NA,NA,NA,NA,2020-07-16,1.01084703619184,1.00234905822712,0.819467780088611,1.17647137050495,13.6240278934079,13.1852493536682,6.13017891557771,6,1550
"146",2020-07-17,NA,19,NA,NA,NA,NA,NA,NA,NA,2020-07-17,1.01057501402248,1.00850655135948,0.838713376546994,1.19466944285072,13.719143910263,13.257943880549,11.2386613452258,11,2133
"147",2020-07-18,NA,13,NA,NA,NA,NA,NA,NA,NA,2020-07-18,1.01267091444535,1.0072277191879,0.815007362490828,1.18265704240441,13.8235901763068,13.3268727655028,19.4122332326627,19,2498
"148",2020-07-19,NA,15,NA,NA,NA,NA,NA,NA,NA,2020-07-19,1.01191492077936,1.00741830768602,0.802096626104903,1.19578524130599,13.9365611504556,13.3932824509676,13.282054317085,13,2120
"149",2020-07-20,NA,3,NA,NA,NA,NA,NA,NA,NA,2020-07-20,1.01363143978085,1.00327856724832,0.785975778698581,1.19050703302937,14.0623057932097,13.4584352145348,15.3254472889443,15,2320
"150",2020-07-21,NA,13,NA,NA,NA,NA,NA,NA,NA,2020-07-21,1.01156368202329,1.00519155931544,0.796564140145963,1.20972532971833,14.2019987521859,13.5236430591218,3.06508945778885,3,536
"151",2020-07-22,NA,0,NA,NA,NA,NA,NA,NA,NA,2020-07-22,1.01185446438271,1.00280262771387,0.769310517353919,1.19618312020226,14.3570914145612,13.5903298849289,13.282054317085,13,2260
